url,type,topic_path,q_count_estimate,last_updated,revision_number,notes
https://www.ema.europa.eu/en/human-regulatory-overview/post-authorisation/changing-invented-name-centrally-authorised-medicine-questions-answers,html,/human-regulatory-overview/post-authorisation/changing-invented-name-centrally-authorised-medicine-questions-answers,4,Nov 2025,,
https://www.ema.europa.eu/en/human-regulatory-overview/marketing-authorisation/generic-hybrid-medicines/generic-hybrid-applications,html,/human-regulatory-overview/marketing-authorisation/generic-hybrid-medicines/generic-hybrid-applications,28,December 2024,,
https://www.ema.europa.eu/en/human-regulatory-overview/marketing-authorisation/pre-authorisation-guidance,html,/human-regulatory-overview/marketing-authorisation/pre-authorisation-guidance,101,July 2023,,
https://www.ema.europa.eu/en/human-regulatory-overview/marketing-authorisation/biosimilar-medicines-marketing-authorisation,html,/human-regulatory-overview/marketing-authorisation/biosimilar-medicines-marketing-authorisation,26,December 2024,,
https://www.ema.europa.eu/en/human-regulatory-overview/research-development/scientific-guidelines/quality-medicines-qa-introduction/quality-medicines-questions-answers-part-2,html,/human-regulatory-overview/research-development/scientific-guidelines/quality-medicines-qa-introduction/quality-medicines-questions-answers-part-2,96,June 2025,,
https://www.ema.europa.eu/en/human-regulatory-overview/research-development/scientific-guidelines/quality-medicines-qa-introduction/quality-medicines-questions-answers-part-1,html,/human-regulatory-overview/research-development/scientific-guidelines/quality-medicines-qa-introduction/quality-medicines-questions-answers-part-1,41,,,
https://www.ema.europa.eu/en/human-regulatory-overview/research-and-development/scientific-guidelines/clinical-pharmacology-pharmacokinetics/modelling-simulation-questions-answers,html,/human-regulatory-overview/research-and-development/scientific-guidelines/clinical-pharmacology-pharmacokinetics/modelling-simulation-questions-answers,14,,,
https://www.ema.europa.eu/en/human-regulatory-overview/research-development/scientific-guidelines/clinical-pharmacology-pharmacokinetics/clinical-pharmacology-pharmacokinetics-questions-answers,html,/human-regulatory-overview/research-development/scientific-guidelines/clinical-pharmacology-pharmacokinetics/clinical-pharmacology-pharmacokinetics-questions-answers,48,,,
https://www.ema.europa.eu/en/human-regulatory-overview/research-and-development/scientific-guidelines/biological-guidelines/questions-answers-biological-medicinal-products,html,/human-regulatory-overview/research-and-development/scientific-guidelines/biological-guidelines/questions-answers-biological-medicinal-products,36,December 2025,,
https://www.ema.europa.eu/en/human-regulatory-overview/research-development/quality-design/quality-design-questions-answers,html,/human-regulatory-overview/research-development/quality-design/quality-design-questions-answers,10,,,
https://www.ema.europa.eu/en/human-regulatory-overview/research-development/paediatric-medicines-research-development/paediatric-investigation-plans/paediatric-investigation-plans-questions-answers,html,/human-regulatory-overview/research-development/paediatric-medicines-research-development/paediatric-investigation-plans/paediatric-investigation-plans-questions-answers,25,January 2025,,
https://www.ema.europa.eu/en/human-regulatory-overview/research-and-development/orphan-designation-research-and-development/applying-orphan-designation/questions-answers-orphan-designation-application,html,/human-regulatory-overview/research-and-development/orphan-designation-research-and-development/applying-orphan-designation/questions-answers-orphan-designation-application,12,,,
https://www.ema.europa.eu/en/human-regulatory-overview/research-development/pharmacovigilance-research-development/eudravigilance/eudravigilance-training-support,html,/human-regulatory-overview/research-development/pharmacovigilance-research-development/eudravigilance/eudravigilance-training-support,21,,,
https://www.ema.europa.eu/en/human-regulatory-overview/research-development/pharmacovigilance-research-development/eudravigilance/change-management-eudravigilance-system,html,/human-regulatory-overview/research-development/pharmacovigilance-research-development/eudravigilance/change-management-eudravigilance-system,8,,,
https://www.ema.europa.eu/en/human-regulatory-overview/research-development/pharmacovigilance-research-development/eudravigilance/eudravigilance-system-overview,html,/human-regulatory-overview/research-development/pharmacovigilance-research-development/eudravigilance/eudravigilance-system-overview,14,,,
https://www.ema.europa.eu/en/human-regulatory-overview/research-development/data-medicines-iso-idmp-standards-overview/substance-product-organisation-referential-spor-master-data/substance-product-data-management-services,html,/human-regulatory-overview/research-development/data-medicines-iso-idmp-standards-overview/substance-product-organisation-referential-spor-master-data/substance-product-data-management-services,17,,,
https://www.ema.europa.eu/en/human-regulatory-overview/research-development/compliance-research-development/good-manufacturing-practice/guidance-good-manufacturing-practice-good-distribution-practice-questions-answers,html,/human-regulatory-overview/research-development/compliance-research-development/good-manufacturing-practice/guidance-good-manufacturing-practice-good-distribution-practice-questions-answers,129,,,
https://www.ema.europa.eu/en/human-regulatory-overview/research-development/compliance-research-development/good-clinical-practice/qa-good-clinical-practice-gcp,html,/human-regulatory-overview/research-development/compliance-research-development/good-clinical-practice/qa-good-clinical-practice-gcp,27,March 2022,,
https://www.ema.europa.eu/en/human-regulatory-overview/research-development/compliance-research-development/good-clinical-practice/good-clinical-practice-inspectors-working-group,html,/human-regulatory-overview/research-development/compliance-research-development/good-clinical-practice/good-clinical-practice-inspectors-working-group,9,,,
https://www.ema.europa.eu/en/human-regulatory-overview/research-development/clinical-trials-human-medicines/clinical-trials-information-system-ctis-training-support/clinical-trials-information-system-ctis-online-training-modules-authorities,html,/human-regulatory-overview/research-development/clinical-trials-human-medicines/clinical-trials-information-system-ctis-training-support/clinical-trials-information-system-ctis-online-training-modules-authorities,11,,,
https://www.ema.europa.eu/en/human-regulatory-overview/research-development/clinical-trials-human-medicines/clinical-trials-information-system-ctis-training-support,html,/human-regulatory-overview/research-development/clinical-trials-human-medicines/clinical-trials-information-system-ctis-training-support,9,,,
https://www.ema.europa.eu/en/human-regulatory-overview/research-development/supporting-innovation,html,/human-regulatory-overview/research-development/supporting-innovation,20,,,
https://www.ema.europa.eu/en/human-regulatory-overview/research-development/portfolio-technology-meetings,html,/human-regulatory-overview/research-development/portfolio-technology-meetings,7,,,
https://www.ema.europa.eu/en/human-regulatory-overview/research-development/medicines-during-pregnancy-breastfeeding,html,/human-regulatory-overview/research-development/medicines-during-pregnancy-breastfeeding,10,,,
https://www.ema.europa.eu/en/human-regulatory-overview/research-development/innovation-task-force-briefing-meetings,html,/human-regulatory-overview/research-development/innovation-task-force-briefing-meetings,8,,,
https://www.ema.europa.eu/en/human-regulatory-overview/public-health-threats/pandemic-influenza/2009-h1n1-influenza-pandemic/pandemic-influenza-news-archive,html,/human-regulatory-overview/public-health-threats/pandemic-influenza/2009-h1n1-influenza-pandemic/pandemic-influenza-news-archive,46,,,
https://www.ema.europa.eu/en/human-regulatory-overview/public-health-threats/vaccine-preventable-diseases-key-facts/vaccines-concerns-questions-false-claims,html,/human-regulatory-overview/public-health-threats/vaccine-preventable-diseases-key-facts/vaccines-concerns-questions-false-claims,4,,,
https://www.ema.europa.eu/en/human-regulatory-overview/public-health-threats/coronavirus-disease-covid-19/covid-19-public-health-emergency-international-concern-2020-23/guidance-medicine-developers-other-stakeholders-covid-19/covid-19-guidance-evaluation-marketing-authorisation,html,/human-regulatory-overview/public-health-threats/coronavirus-disease-covid-19/covid-19-public-health-emergency-international-concern-2020-23/guidance-medicine-developers-other-stakeholders-covid-19,3,,,
https://www.ema.europa.eu/en/human-regulatory-overview/public-health-threats/coronavirus-disease-covid-19/covid-19-public-health-emergency-international-concern-2020-23/guidance-medicine-developers-and-other-stakeholders-covid-19/covid-19-guidance-research-development,html,/human-regulatory-overview/public-health-threats/coronavirus-disease-covid-19/covid-19-public-health-emergency-international-concern-2020-23/guidance-medicine-developers-and-other-stakeholders-covid-19,4,,,
https://www.ema.europa.eu/en/human-regulatory-overview/public-health-threats/coronavirus-disease-covid-19/covid-19-public-health-emergency-international-concern-2020-23/monitoring-covid-19-medicines,html,/human-regulatory-overview/public-health-threats/coronavirus-disease-covid-19/covid-19-public-health-emergency-international-concern-2020-23/monitoring-covid-19-medicines,6,,,
https://www.ema.europa.eu/en/human-regulatory-overview/public-health-threats/coronavirus-disease-covid-19/covid-19-public-health-emergency-international-concern-2020-23/guidance-medicine-developers-other-stakeholders-covid-19,html,/human-regulatory-overview/public-health-threats/coronavirus-disease-covid-19/covid-19-public-health-emergency-international-concern-2020-23/guidance-medicine-developers-other-stakeholders-covid-19,3,,,
https://www.ema.europa.eu/en/human-regulatory-overview/public-health-threats/coronavirus-disease-covid-19/covid-19-medicines/covid-19-vaccines-key-facts,html,/human-regulatory-overview/public-health-threats/coronavirus-disease-covid-19/covid-19-medicines/covid-19-vaccines-key-facts,27,,,
https://www.ema.europa.eu/en/documents/opinion-any-scientific-matter/questions-answers-review-angiotensin-ii-receptor-antagonists-risk-cancer_en.pdf,pdf,/documents/opinion-any-scientific-matter,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/scientific-guideline/questions-and-answers-benzyl-alcohol-used-excipient-medicinal-products-human-use_en.pdf,pdf,/documents/scientific-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/regulatory-procedural-guideline/eudravigilance-expert-working-group-volume-9a-implementation-questions-and-answers-version-32_en.pdf,pdf,/documents/regulatory-procedural-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/scientific-guideline/questions-and-answers-benzoic-acid-and-benzoates-used-excipients-medicinal-products-human-use_en.pdf,pdf,/documents/scientific-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/scientific-guideline/questions-answers-withdrawal-note-guidance-single-dose-toxicity_en.pdf,pdf,/documents/scientific-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/scientific-guideline/draft-questions-and-answers-sodium-laurilsulfate-context-revision-guideline-excipients-label-and-package-leaflet-medicinal-products-human-use_en.pdf,pdf,/documents/scientific-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/regulatory-procedural-guideline/questions-and-answers-psusa-guidance-document-assessors_en.pdf,pdf,/documents/regulatory-procedural-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/opinion-any-scientific-matter/questions-answers-review-non-selective-non-steroidal-anti-inflammatory-drugs-nsaids-cardiovascular-risk_en.pdf,pdf,/documents/opinion-any-scientific-matter,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/scientific-guideline/ich-m-4-common-technical-document-registration-pharmaceuticals-human-use-questions-and-answers-step-5_en.pdf,pdf,/documents/scientific-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/regulatory-procedural-guideline/questions-and-answers-article-31-pharmacovigilance-referral-procedures_en.pdf,pdf,/documents/regulatory-procedural-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/scientific-guideline/international-conference-harmonisation-technical-requirements-registration-pharmaceuticals-human-use-topic-e-2-c-r2-questions-and-answers-step-5_en.pdf,pdf,/documents/scientific-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/opinion-any-scientific-matter/questions-answers-detection-unexpected-viral-dna-live-attenuated-vaccines_en.pdf,pdf,/documents/opinion-any-scientific-matter,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/scientific-guideline/ich-guideline-s3a-note-guidance-toxicokinetics-assessment-systemic-exposure-toxicity-studies-questions-and-answers-step-5-first-version_en.pdf,pdf,/documents/scientific-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/scientific-guideline/questions-and-answers-additional-clarification-inclusion-criteria-guideline-clinical-investigation-medicinal-products-treatment-parkinsons-disease-revision-2_en.pdf,pdf,/documents/scientific-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/regulatory-procedural-guideline/questions-answers-european-union-framework-traditional-herbal-medicinal-products-including-those-non-european-tradition_en.pdf,pdf,/documents/regulatory-procedural-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/regulatory-procedural-guideline/questions-and-answers-article-30-referral-procedures_en.pdf,pdf,/documents/regulatory-procedural-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/opinion-any-scientific-matter/questions-answers-review-bisphosphonates-risk-osteonecrosis-jaw_en.pdf,pdf,/documents/opinion-any-scientific-matter,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/scientific-guideline/questions-and-answers-cyclodextrins-used-excipients-medicinal-products-human-use_en.pdf,pdf,/documents/scientific-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/regulatory-procedural-guideline/question-and-answer-information-contained-within-section-51-summary-product-characteristics-pharmacodynamic-properties-pharmaceutical-products_en.pdf,pdf,/documents/regulatory-procedural-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/regulatory-procedural-guideline/emea-implementation-electronic-submissions-and-ectd-submissions-statement-intent-questions-and-answers-relating-strategic-and-general-aspects-implementation_en.pdf,pdf,/documents/regulatory-procedural-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/scientific-guideline/ich-s9-guideline-nonclinical-evaluation-anticancer-4-pharmaceuticals-questions-and-answers-step-2b_en.pdf,pdf,/documents/scientific-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/scientific-guideline/international-conference-harmonisation-technical-requirements-registration-pharmaceuticals-human-use-ich-m8-electronic-common-technical-document-questions-and-answers-step-5_en.pdf,pdf,/documents/scientific-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/scientific-guideline/international-conference-harmonisation-technical-requirements-registration-pharmaceuticals-human-use-ich-guideline-e3-questions-and-answers-r1_en.pdf,pdf,/documents/scientific-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/scientific-guideline/draft-questions-and-answers-bovine-spongiform-encephalopathies-bse-and-vaccines-revision-1_en.pdf,pdf,/documents/scientific-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/regulatory-procedural-guideline/questions-and-answers-article-13-referral-procedures_en.pdf,pdf,/documents/regulatory-procedural-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/scientific-guideline/questions-and-answers-improving-understanding-normal-operating-range-nor-proven-acceptable-range-par-design-space-dsp-and-normal-variability-process-parameters_en.pdf,pdf,/documents/scientific-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/scientific-guideline/questions-and-answers-benzoic-acid-and-benzoates-context-revision-guideline-excipients-label-and-package-leaflet-medicinal-products-human-use_en.pdf,pdf,/documents/scientific-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/scientific-guideline/draft-questions-and-answers-boric-acid-context-revision-guideline-excipients-label-and-package-leaflet-medicinal-products-human-use_en.pdf,pdf,/documents/scientific-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/scientific-guideline/questions-and-answers-wheat-starch-containing-gluten-used-excipient-medicinal-products-human-use_en.pdf,pdf,/documents/scientific-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/opinion-any-scientific-matter/questions-answers-heparins_en.pdf,pdf,/documents/opinion-any-scientific-matter,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/regulatory-procedural-guideline/questions-and-answers-procedure-paediatric-investigation-plan-compliance-verification-european-medicines-agency-and-paediatric-rewards_en.pdf,pdf,/documents/regulatory-procedural-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/regulatory-procedural-guideline/questions-and-answers-urgent-union-procedures-article-107i-directive-200183ec_en.pdf,pdf,/documents/regulatory-procedural-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/scientific-guideline/draft-questions-and-answers-data-monitoring-committees-issues_en.pdf,pdf,/documents/scientific-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/scientific-guideline/international-conference-harmonisation-technical-requirements-registration-pharmaceuticals-human-use-ich-guideline-m8-electronic-common-technical-document-ectd-questions-and-answers_en.pdf,pdf,/documents/scientific-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/opinion-any-scientific-matter/questions-answers-use-antiviral-medicines-case-novel-influenza-h1n1-pandemic_en.pdf,pdf,/documents/opinion-any-scientific-matter,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/scientific-guideline/questions-and-answers-bovine-spongiform-encephalopathies-bse-and-vaccines-first-version_en.pdf,pdf,/documents/scientific-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/scientific-guideline/questions-answers-post-approval-change-management-protocols_en.pdf,pdf,/documents/scientific-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/opinion-any-scientific-matter/questions-answers-presence-endotoxins-baxter-peritoneal-dialysis-solutions_en.pdf,pdf,/documents/opinion-any-scientific-matter,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/scientific-guideline/questions-and-answers-propylene-glycol-used-excipient-medicinal-products-human-use_en.pdf,pdf,/documents/scientific-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/scientific-guideline/questions-and-answers-boric-acid-and-borates-used-excipients-medicinal-products-human-use_en.pdf,pdf,/documents/scientific-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/scientific-guideline/draft-questions-and-answers-haemagglutination-inhibition-hi-test-qualification-influenza-vaccine-inactivated-seed-preparations-first-version_en.pdf,pdf,/documents/scientific-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/regulatory-procedural-guideline/questions-and-answers-practical-transitional-measures-implementation-pharmacovigilance-legislation_en.pdf,pdf,/documents/regulatory-procedural-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/regulatory-procedural-guideline/eudralex-volume-9a-questions-and-answers-implementation-version-54_en.pdf,pdf,/documents/regulatory-procedural-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/scientific-guideline/ich-m-4-e-common-technical-document-registration-pharmaceuticals-human-use-efficacy-questions-and-answers-step-5_en.pdf,pdf,/documents/scientific-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/scientific-guideline/questions-and-answers-sodium-laurilsulfate-used-excipient-medicinal-products-human-use_en.pdf,pdf,/documents/scientific-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/scientific-guideline/questions-and-answers-gene-therapy_en.pdf,pdf,/documents/scientific-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/scientific-guideline/questions-and-answers-benzalkonium-chloride-context-revision-guideline-excipients-label-and-package-leaflet-medicinal-products-human-use_en.pdf,pdf,/documents/scientific-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/scientific-guideline/ich-s9-guideline-nonclinical-evaluation-anticancer-pharmaceuticals-questions-and-answers-step-5_en.pdf,pdf,/documents/scientific-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/scientific-guideline/ich-m4q-location-issues-common-technical-document-registration-pharmaceuticals-human-use-quality-questions-answers-step-5_en.pdf,pdf,/documents/scientific-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/regulatory-procedural-guideline/questions-and-answers-article-294-referral-procedures_en.pdf,pdf,/documents/regulatory-procedural-guideline,,,,PDF — q_count and dates require Phase 1 extractor
https://www.ema.europa.eu/en/documents/scientific-guideline/ich-guideline-q8-q9-and-q10-questions-and-answers-volume-4_en.pdf,pdf,/documents/scientific-guideline,,,,PDF — q_count and dates require Phase 1 extractor
